id,match_id,period,minute,player,player_id,position,period,type,home_away,location_x,location_y,team,ball_recovery_outcome,duel_outcome,interception_outcome
79b2bc94-ea44-4721-986f-d1e8487bdb1f,3943043,1,4,Nicholas Williams Arthuer,68574.0,Left Wing,1,Ball Recovery,home,103.8,8.0,Spain,Ball Recovered,,
6d9ee837-aa30-4746-97ed-590a194f14ac,3943043,1,5,Fabián Ruiz Peña,6655.0,Left Defensive Midfield,1,Ball Recovery,home,56.1,5.1,Spain,Ball Recovered,,
819c5e48-36e3-429e-b1a0-4a03a91d25ff,3943043,1,7,Declan Rice,3943.0,Left Defensive Midfield,1,Ball Recovery,away,10.8,51.4,England,Ball Recovered,,
c3ba2cef-6c6e-4e9b-b863-9e62947e2dc7,3943043,1,8,Declan Rice,3943.0,Left Defensive Midfield,1,Ball Recovery,away,46.1,50.3,England,Ball Recovered,,
f847ba6f-5feb-4c88-8050-0b60bb7d9aaa,3943043,1,11,Marc Cucurella Saseta,17620.0,Left Back,1,Ball Recovery,home,50.2,26.3,Spain,Ball Recovered,,
38873edf-11fd-4191-8130-1ef1d88ea25c,3943043,1,13,Unai Simón Mendibil,11748.0,Goalkeeper,1,Ball Recovery,home,10.7,43.3,Spain,Ball Recovered,,
d319299b-666a-4b26-88b0-0f7f2770399f,3943043,1,15,Declan Rice,3943.0,Left Defensive Midfield,1,Ball Recovery,away,76.1,63.0,England,Ball Recovered,,
9344d801-35b9-4350-88cb-57736ae42f20,3943043,1,16,Jude Bellingham,30714.0,Left Wing,1,Ball Recovery,away,96.0,24.5,England,Ball Recovered,,
a5daca8b-fdc6-4a93-b84e-10155ceb5bb6,3943043,1,16,Álvaro Borja Morata Martín,3477.0,Center Forward,1,Ball Recovery,home,29.7,54.1,Spain,Ball Recovered,,
eeb3d311-40ec-4d0d-a3e4-8bfd010edcf8,3943043,1,19,Declan Rice,3943.0,Left Defensive Midfield,1,Ball Recovery,away,56.6,35.2,England,Ball Recovered,,
8b20398c-b668-45b7-93d1-67d0d484868b,3943043,1,20,Kobbie Mainoo,99174.0,Right Defensive Midfield,1,Ball Recovery,away,22.2,49.6,England,Ball Recovered,,
2f19dc31-bc99-4680-98fa-82d43a28a073,3943043,1,22,John Stones,3244.0,Right Center Back,1,Ball Recovery,away,70.3,66.6,England,Failed,,
67738bb3-0c0d-4fc8-9373-a64f0409dfae,3943043,1,23,Bukayo Saka,22084.0,Right Wing,1,Ball Recovery,away,22.4,27.3,England,Ball Recovered,,
5999f8da-e57e-40a4-9023-8abf05466c66,3943043,1,24,Kobbie Mainoo,99174.0,Right Defensive Midfield,1,Ball Recovery,away,81.4,59.5,England,Ball Recovered,,
894bd747-d878-4d09-9a63-3fd399b86bd1,3943043,1,28,Jude Bellingham,30714.0,Left Wing,1,Ball Recovery,away,105.7,2.2,England,Ball Recovered,,
b0077634-a13b-4f14-928a-4a6d8a2728de,3943043,1,29,Daniel Carvajal Ramos,5721.0,Right Back,1,Ball Recovery,home,21.3,71.6,Spain,Ball Recovered,,
33ce21d1-21ff-4ac3-b2f2-001a6c84f81a,3943043,1,29,John Stones,3244.0,Right Center Back,1,Ball Recovery,away,63.5,27.9,England,Ball Recovered,,
f93e93b6-6b14-4098-aac1-4126a4e5df7f,3943043,1,29,Unai Simón Mendibil,11748.0,Goalkeeper,1,Ball Recovery,home,4.7,26.5,Spain,Ball Recovered,,
1f04197c-9179-4bbc-9fc1-7bbb3c650688,3943043,1,32,Unai Simón Mendibil,11748.0,Goalkeeper,1,Ball Recovery,home,8.0,45.4,Spain,Ball Recovered,,
d3ba837e-0c68-4318-9fc7-c45108e0cf8f,3943043,1,32,Unai Simón Mendibil,11748.0,Goalkeeper,1,Ball Recovery,home,11.1,43.1,Spain,Ball Recovered,,
f89f504e-51a9-4a32-93d8-cbd5ae848663,3943043,1,35,Harry Kane,10955.0,Center Forward,1,Ball Recovery,away,14.3,47.6,England,Ball Recovered,,
9ee9a0c5-61b7-4dd4-9a75-23a40bd351a1,3943043,1,35,Daniel Olmo Carvajal,16532.0,Center Attacking Midfield,1,Ball Recovery,home,75.3,4.7,Spain,Ball Recovered,,
018a97dd-d462-4ca0-b443-2289bafc68e7,3943043,1,37,Daniel Carvajal Ramos,5721.0,Right Back,1,Ball Recovery,home,89.0,72.8,Spain,Ball Recovered,,
2c9bd7a9-0fd2-4c80-a643-8c9a20d932da,3943043,1,37,Jude Bellingham,30714.0,Left Wing,1,Ball Recovery,away,31.1,14.3,England,Ball Recovered,,
16c2425e-7b3f-4e03-8348-03c8b7559d78,3943043,1,39,Fabián Ruiz Peña,6655.0,Left Defensive Midfield,1,Ball Recovery,home,24.8,39.3,Spain,Ball Recovered,,
9249cae8-358b-46c1-8089-08dcb559f0c1,3943043,1,40,Rodrigo Hernández Cascante,6765.0,Right Defensive Midfield,1,Ball Recovery,home,35.4,67.5,Spain,Failed,,
86726000-4c1e-459e-ae33-e1c46273af46,3943043,1,40,Jude Bellingham,30714.0,Left Wing,1,Ball Recovery,away,81.2,5.2,England,Ball Recovered,,
eab1d692-3fa4-4207-91d3-4f68ec0b019c,3943043,1,41,Robin Aime Robert Le Normand,22128.0,Right Center Back,1,Ball Recovery,home,18.6,44.0,Spain,Ball Recovered,,
580fd1fa-606d-4b07-a1ed-46122e11c3cb,3943043,1,42,Aymeric Laporte,4353.0,Left Center Back,1,Ball Recovery,home,45.1,64.0,Spain,Ball Recovered,,
349cc492-5b1d-47d0-a852-3db4517683a9,3943043,1,42,Álvaro Borja Morata Martín,3477.0,Center Forward,1,Ball Recovery,home,114.8,33.8,Spain,Ball Recovered,,
8f0e9df2-fcdd-4c69-9f6b-e1ac0f85f903,3943043,1,43,Kobbie Mainoo,99174.0,Right Defensive Midfield,1,Ball Recovery,away,8.1,19.2,England,Ball Recovered,,
ce472a75-ff87-4912-9dfd-da0ace7b2223,3943043,1,43,Rodrigo Hernández Cascante,6765.0,Right Defensive Midfield,1,Ball Recovery,home,27.8,24.7,Spain,Ball Recovered,,
8a10d3b0-bb62-4881-96ed-814e75b2f534,3943043,1,44,Kyle Walker,3205.0,Right Back,1,Ball Recovery,away,90.4,53.6,England,Ball Recovered,,
72c80d23-f91b-4b8e-b1b5-321ceff55f85,3943043,1,45,Phil Foden,4354.0,Center Attacking Midfield,1,Ball Recovery,away,116.1,29.5,England,Ball Recovered,,
c4172b77-010d-4699-906a-1119f227a364,3943043,2,45,Daniel Olmo Carvajal,16532.0,Center Attacking Midfield,2,Ball Recovery,home,52.9,29.7,Spain,Ball Recovered,,
b42eb50b-51e7-4a93-adea-f6a36484e2f2,3943043,2,54,Daniel Carvajal Ramos,5721.0,Right Back,2,Ball Recovery,home,78.4,76.1,Spain,Ball Recovered,,
c80fff98-9741-448f-addd-8f58ad0cc0e8,3943043,2,55,Daniel Carvajal Ramos,5721.0,Right Back,2,Ball Recovery,home,109.3,73.0,Spain,Ball Recovered,,
92c69389-c964-4634-afed-561ef2db0c59,3943043,2,55,Fabián Ruiz Peña,6655.0,Left Defensive Midfield,2,Ball Recovery,home,82.0,54.2,Spain,Ball Recovered,,
4d07fee0-e55f-488b-92be-583be6b5354f,3943043,2,56,Robin Aime Robert Le Normand,22128.0,Right Center Back,2,Ball Recovery,home,15.0,53.8,Spain,Ball Recovered,,
b3aeb4a1-1e1d-4db1-addd-fe64c10a9e76,3943043,2,58,Álvaro Borja Morata Martín,3477.0,Center Forward,2,Ball Recovery,home,64.7,59.7,Spain,Ball Recovered,,
718425ea-91d3-4a85-9d06-1b558043d802,3943043,2,58,Jordan Pickford,3468.0,Goalkeeper,2,Ball Recovery,away,8.4,42.3,England,Ball Recovered,,
e4021c76-3788-4212-b0cb-f98303ec73d9,3943043,2,59,Kobbie Mainoo,99174.0,Right Defensive Midfield,2,Ball Recovery,away,104.0,72.0,England,Ball Recovered,,
46977092-e851-4d9f-aa43-c271f0e6f2bd,3943043,2,59,Nicholas Williams Arthuer,68574.0,Left Wing,2,Ball Recovery,home,16.1,5.2,Spain,Ball Recovered,,
d422550b-f353-4061-b1af-43a134526c80,3943043,2,60,Jude Bellingham,30714.0,Left Wing,2,Ball Recovery,away,89.4,45.6,England,Ball Recovered,,
0205ff67-50d2-47d0-87af-1280fa60de47,3943043,2,62,Declan Rice,3943.0,Left Defensive Midfield,2,Ball Recovery,away,70.1,71.2,England,Ball Recovered,,
73157804-83d1-4850-8c91-820b5dca40f0,3943043,2,66,Phil Foden,4354.0,Center Attacking Midfield,2,Ball Recovery,away,17.5,43.1,England,Ball Recovered,,
c4d9baf1-642f-44c8-aa46-7ffc60110961,3943043,2,68,Fabián Ruiz Peña,6655.0,Left Defensive Midfield,2,Ball Recovery,home,82.0,14.1,Spain,Ball Recovered,,
6c9bdf8a-8127-458a-8725-cfc309e60bc9,3943043,2,68,Daniel Olmo Carvajal,16532.0,Center Attacking Midfield,2,Ball Recovery,home,99.3,20.5,Spain,Ball Recovered,,
bab9afb4-1bb6-4a3b-b616-d7ab0a33a80e,3943043,2,68,Nicholas Williams Arthuer,68574.0,Left Wing,2,Ball Recovery,home,101.4,72.0,Spain,Ball Recovered,,
d8b7b9cf-bc98-4ed2-876d-d913037abd0e,3943043,2,69,Ollie Watkins,4760.0,Center Forward,2,Ball Recovery,away,87.8,40.2,England,Ball Recovered,,
1448956d-0c4b-4463-b1ac-e605fa954fb3,3943043,2,70,Jude Bellingham,30714.0,Right Defensive Midfield,2,Ball Recovery,away,75.6,62.6,England,Ball Recovered,,
38553123-f805-4db5-b36e-fe92fd075d57,3943043,2,70,Fabián Ruiz Peña,6655.0,Left Defensive Midfield,2,Ball Recovery,home,28.4,16.3,Spain,Ball Recovered,,
2a16d2f6-9f13-43ea-a051-aaafec2a977c,3943043,2,70,Bukayo Saka,22084.0,Right Wing,2,Ball Recovery,away,89.2,68.4,England,Ball Recovered,,
065988d6-243a-41b1-bfd2-0421211accd6,3943043,2,70,Mikel Oyarzabal Ugarte,6685.0,Center Forward,2,Ball Recovery,home,43.9,23.3,Spain,Ball Recovered,,
94b1dbb7-81fe-4106-83fc-1708c3a75ac3,3943043,2,71,Martín Zubimendi Ibáñez,24921.0,Right Defensive Midfield,2,Ball Recovery,home,55.0,46.9,Spain,Ball Recovered,,
e877ed13-49ee-4eeb-8140-87133223490f,3943043,2,73,Declan Rice,3943.0,Left Defensive Midfield,2,Ball Recovery,away,63.6,39.6,England,Ball Recovered,,
366fb478-2375-438a-89de-f6722443e55e,3943043,2,74,Jude Bellingham,30714.0,Right Defensive Midfield,2,Ball Recovery,away,71.5,4.5,England,Ball Recovered,,
474c9d77-2173-4073-ae8c-bde9d376bf9e,3943043,2,78,Fabián Ruiz Peña,6655.0,Left Defensive Midfield,2,Ball Recovery,home,105.4,53.9,Spain,Ball Recovered,,
9f82a52e-2b72-48be-b671-80832eedf407,3943043,2,80,Phil Foden,4354.0,Left Wing,2,Ball Recovery,away,42.2,24.8,England,Ball Recovered,,
0b77eb99-682d-4484-921c-69443a99be46,3943043,2,81,Nicholas Williams Arthuer,68574.0,Left Wing,2,Ball Recovery,home,67.3,25.2,Spain,Ball Recovered,,
555f3576-5151-4f96-99f2-c2e9c0ce833f,3943043,2,83,Unai Simón Mendibil,11748.0,Goalkeeper,2,Ball Recovery,home,26.8,31.3,Spain,Ball Recovered,,
76514474-1896-4eeb-be6d-64b69fad375b,3943043,2,83,Daniel Carvajal Ramos,5721.0,Right Back,2,Ball Recovery,home,106.5,66.0,Spain,Ball Recovered,,
91dd0c6e-7313-4ce8-8447-db4223aa796b,3943043,2,84,Nicholas Williams Arthuer,68574.0,Left Wing,2,Ball Recovery,home,98.6,47.4,Spain,Ball Recovered,,
e7ad694f-95fb-474d-88d0-40d304e29ec2,3943043,2,84,Fabián Ruiz Peña,6655.0,Left Defensive Midfield,2,Ball Recovery,home,77.8,56.1,Spain,Ball Recovered,,
00e1f47c-8c01-44d7-a9ba-6dc108197b78,3943043,2,87,Cole Palmer,39461.0,Center Attacking Midfield,2,Ball Recovery,away,81.4,53.4,England,Ball Recovered,,
34d7560e-cf03-4811-ac35-576ff0ed4187,3943043,2,89,Marc Guehi,34526.0,Left Center Back,2,Ball Recovery,away,113.9,36.6,England,Ball Recovered,,
af1c10d9-cead-46a4-a3d1-66dcb7b0d306,3943043,2,89,Declan Rice,3943.0,Left Defensive Midfield,2,Ball Recovery,away,112.2,43.1,England,Ball Recovered,,
24bd6c69-be52-4039-919d-f94faec93853,3943043,2,92,Cole Palmer,39461.0,Center Attacking Midfield,2,Ball Recovery,away,49.2,56.0,England,Ball Recovered,,
4e0b58f4-24a8-4ddd-b709-d71832480808,3943043,2,92,Bukayo Saka,22084.0,Right Center Midfield,2,Ball Recovery,away,107.6,77.6,England,Ball Recovered,,
1d90eeb0-ae08-4f22-8fe3-2976dfea98fb,3943043,1,3,Jude Bellingham,30714.0,Left Wing,1,Interception,away,35.5,6.3,England,Ball Recovered,,Won
1d98dd50-21e5-43bd-a795-978fbc16a015,3943043,1,7,Kyle Walker,3205.0,Right Back,1,Interception,away,19.6,57.5,England,Ball Recovered,,Lost In Play
43704be8-e51a-48ef-8bae-39fd1f9fdd73,3943043,1,7,Kobbie Mainoo,99174.0,Right Defensive Midfield,1,Interception,away,15.4,53.4,England,Ball Recovered,,Success In Play
9d4e21e6-a9ee-4f79-b4f0-a36547294d7d,3943043,1,22,Daniel Olmo Carvajal,16532.0,Center Attacking Midfield,1,Interception,home,93.0,50.8,Spain,Ball Recovered,,Won
83eb13d7-c9aa-485f-892d-31a6a69ef183,3943043,1,40,Declan Rice,3943.0,Left Defensive Midfield,1,Interception,away,34.8,26.2,England,Ball Recovered,,Won
a56c58cf-4067-4709-92c6-8a513a23d8f7,3943043,2,58,Luke Shaw,3382.0,Left Back,2,Interception,away,17.2,29.1,England,Ball Recovered,,Success In Play
ec50f330-e838-4dd4-ad62-5c15024eef26,3943043,2,70,Marc Cucurella Saseta,17620.0,Left Back,2,Interception,home,26.4,18.3,Spain,Ball Recovered,,Lost In Play
