id,match_id,period,minute,player,player_id,position,location_x,location_y,pass_recipient,pass_recipient_id,pass_end_location_x,pass_end_location_y,pass_type,pass_length,pass_outcome,pass_body_part,team,home_away
db3d0bb9-c98e-4e5b-b09d-e9859e5deec6,3943043,2,55,Jordan Pickford,3468.0,Goalkeeper,6.7,43.5,Bukayo Saka,22084.0,50.9,68.4,Goal Kick,50.731155,,Left Foot,England,Away
d723840b-18e3-4ca3-811a-241f471dfbef,3943043,2,56,Jordan Pickford,3468.0,Goalkeeper,24.5,29.8,Marc Guehi,34526.0,35.9,12.6,,20.634922,,Left Foot,England,Away
e9f7e336-0993-4ea6-9fe2-45ae224ed528,3943043,2,56,Jordan Pickford,3468.0,Goalkeeper,17.2,31.8,John Stones,3244.0,25.3,54.9,,24.478971,,Left Foot,England,Away
04950e14-4af1-49f7-8812-4aa5a2fdf9a6,3943043,2,57,Jordan Pickford,3468.0,Goalkeeper,22.0,41.6,Kyle Walker,3205.0,28.6,50.7,,11.241441,,Left Foot,England,Away
ebec9416-0865-4c08-9f3d-366f0b5f1b94,3943043,2,57,Jordan Pickford,3468.0,Goalkeeper,15.0,42.9,John Stones,3244.0,17.2,35.2,,8.008121,,Left Foot,England,Away
cfb15fe2-3cc5-4156-b80f-c2c6cce9ef19,3943043,2,59,Jordan Pickford,3468.0,Goalkeeper,11.7,45.6,John Stones,3244.0,40.1,54.0,,29.61621,,Keeper Arm,England,Away
07ff5fd1-61da-4f41-b51c-5c1da0b1fbc7,3943043,2,62,Jordan Pickford,3468.0,Goalkeeper,31.1,41.0,Phil Foden,4354.0,116.1,67.4,,89.005394,,Left Foot,England,Away
c888ea37-532b-40c9-9fbf-ec2467c9e60c,3943043,2,65,Jordan Pickford,3468.0,Goalkeeper,29.0,25.6,,,78.1,63.4,,61.96491,Incomplete,Left Foot,England,Away
ca932bf5-fc85-4b03-a16b-028619b492dc,3943043,2,67,Jordan Pickford,3468.0,Goalkeeper,4.7,41.8,Kyle Walker,3205.0,21.9,75.1,Goal Kick,37.47973,,Left Foot,England,Away
ee3965c5-7ea2-4405-9d33-3bf4bcd89538,3943043,2,69,Jordan Pickford,3468.0,Goalkeeper,6.7,40.9,Ollie Watkins,4760.0,85.8,29.3,Goal Kick,79.946045,Incomplete,Left Foot,England,Away
e601e1af-bb80-44be-8b2a-2bdf4998eb7f,3943043,2,71,Jordan Pickford,3468.0,Goalkeeper,14.8,48.8,Jude Bellingham,30714.0,43.7,56.6,,29.934093,,Keeper Arm,England,Away
313511a6-761f-4f2b-90e1-9fdddb679740,3943043,2,73,Jordan Pickford,3468.0,Goalkeeper,21.2,26.2,Luke Shaw,3382.0,72.9,15.1,,52.878162,Incomplete,Left Foot,England,Away
394664bf-fc81-473c-9a41-f76e9e97f4ad,3943043,2,75,Jordan Pickford,3468.0,Goalkeeper,45.4,33.1,Kyle Walker,3205.0,120.0,59.9,,79.2679,Out,Left Foot,England,Away
d4877a22-6e3a-49d5-9e4a-01b54ecdaa88,3943043,2,79,Jordan Pickford,3468.0,Goalkeeper,7.0,41.0,,,69.8,41.8,Goal Kick,62.805096,Incomplete,Left Foot,England,Away
8808536f-34ec-4122-aaec-69ec183136ce,3943043,2,85,Jordan Pickford,3468.0,Goalkeeper,14.4,41.6,Kyle Walker,3205.0,30.3,62.1,,25.9434,,Keeper Arm,England,Away
3ba144a2-0325-46f3-bb99-a0287e7c3229,3943043,2,85,Jordan Pickford,3468.0,Goalkeeper,14.7,40.6,Marc Guehi,34526.0,25.4,17.4,,25.548582,,Left Foot,England,Away
08e464ed-c5a7-4ea1-a2af-7e1d82bcc038,3943043,2,87,Jordan Pickford,3468.0,Goalkeeper,35.1,39.8,Jude Bellingham,30714.0,72.9,59.9,,42.8118,,Left Foot,England,Away
ddaab3a2-7082-4878-ab0d-b0a035968d6e,3943043,2,90,Jordan Pickford,3468.0,Goalkeeper,15.4,24.8,Ivan Toney,3834.0,85.1,0.9,,73.683784,Out,Left Foot,England,Away
f582d0f3-ba5b-41ba-b9b2-ef8462f0d650,3943043,2,90,Jordan Pickford,3468.0,Goalkeeper,7.0,45.2,,,80.1,54.1,Goal Kick,73.6398,Incomplete,Left Foot,England,Away
5d909b16-f11b-4d1c-8657-7eb5421ed102,3943043,2,92,Jordan Pickford,3468.0,Goalkeeper,57.5,36.0,Ivan Toney,3834.0,105.8,59.0,Free Kick,53.496635,Incomplete,Left Foot,England,Away
