match_id,match_date,competition,season,home_team,away_team,home_score,away_score,competition_stage,stadium,referee,home_managers,away_managers
3943043,2024-07-14,Europe - UEFA Euro,2024,Spain,England,2,1,Final,Olympiastadion Berlin,François Letexier,Luis de la Fuente Castillo,Gareth Southgate
